Title,Description,Location,Features,Date,Price
2 Bhk @ Borivali East,"Rustomjee Summit in Rajendra Nagar, Mumbai AndheriDahisar by Rustomjee Builders is a residential project., The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living., , The Apartment are of the following configurations: 2BHK and 3BHK, , The size of the Apartment ranges in between 66.0 Sq. mt and 138.7 Sq. mt, , Rustomjee Summit price ranges from 1.45 Cr to 2.99 Cr., , Rustomjee Summit offers facilities such as Gymnasium and Lift., It also has amenity like Swimming pool., It also offers services like Garbage disposal., , It also offers Car parking., , The project is Vastu complaint.","India, Maharashtra, Mumbai",2 Bds - 2 Ba - 1019 ft2,2020-05-01T11:57:13+0000,"₹ 1,98,00,000"
Spaceton Gran Heights Apartment Cherthala,"Granheights Apartments is a premium apartment project located in the heart of Cherthala town, Alappuzha. Experience urban luxurious lifestyle within the convenience of the town. Granheights apartments are located close to KSRTC bus stand cherthala within a short drive to INFOPARK and NH47. , The project consist of 20 units, with Apartments ranging from 900sqft to 1500sqft.","India, Kerala, Cherthala",2 Bds - 2 Ba - 907 ft2,2020-03-16T10:04:57+0000,"₹ 35,00,000"
Pampady.15.centum.erunila.veedum.4.bhk.all.season.water.,Pampady.15.centum.erunilaveedum.4.bhk.all..season.water.9/9/6/1/8/8/3/6/7/4,"India, Kerala, Kottayam",4 Bds - 4 Ba - 30000 ft2,2020-05-19T16:00:31+0000,"₹ 1,25,00,000"
"2 BHK  Flat in best price  for Sale located  in  Neral, Puraniks City","Project Highlights, Proposed 107 acres land parcel, Ample open and recreational space","India, Maharashtra, Ulhasnagar",2 Bds - 2 Ba - 514 ft2,2020-05-19T16:00:17+0000,"₹ 31,74,000"
"For your family need, Puraniks City 2 BHK  Flat For Sale in  Neral, Pu","Launching Phase 1, Phase 1 consisting of 4 Sectors, 30 buildings comprising of 27 buildings with G+7 and 3 with G+4, 1 BHK & 2 BHK Residencies","India, Maharashtra, Thane",2 Bds - 2 Ba - 514 ft2,2020-05-19T16:00:17+0000,"₹ 31,74,000"
1190 sqft 2 BH  independent blocks East road facing. Half km to road.,"Agent 1% commission. Negotiable., Contact @ 99666,,04674.., , Vijayawada ramavarappadu ballemvari Street. Highway nearby., , 1190 sqft 2 Bedroom flat East facing., Independent blocks. Good living., , Sale @ 35 lakhs. Bank loan., Car parking lift available., Ready to occupy. Prime location., , Half km to Eluru road Highway.","India, Andhra Pradesh, Vijayawada",2 Bds - 2 Ba - 1190 ft2,2020-03-21T23:17:56+0000,"₹ 35,00,000"
3BHK Spacious Apartment In Amara Township At 1CR 68 Lacs All Inclusive,"LOCATION, , Prime Central Thane., , Prime Central Thane, the destination perfectly located between East and West Thane, has evolved into the Mumbai Metropolitan Region’s finest example of urban planning. It is amongst the first cities to be included in the central government’s Smart City Project, and it has earned the title of Model City by UN-Habitat and the European Commission., , Amara boasts of an enviable location in Prime Central Thane, with excellent road and rail networks connecting it to every part of Mumbai. The metropolis’ superlative infrastructure includes top-notch international schools, excellent colleges, 15 multispecialty hospitals providing world-class healthcare, and civic and sustainability processes that are a benchmark. Thane is also considered India’s most promising centre for business; India’s top 50 corporates, including IT and ITES firms, banks and multinationals, already have a presence here. With the throb and hum of a fast-growing urban centre just a drive away from your secluded haven, Amara offers you the best of both worlds. The centre of growth, , infrastructure and opportunity in MMR., , • Excellent rail and road network, with connectivity to every part of Mumbai, Navi Mumbai and other cities across India., , • Sanctioned metro network connecting Thane to Wadala., , • Over 1 lac IT and corporate positions within 15 minutes’ driving distance., , • Exceptional civic infrastructure and environment-sensitive planning., , • Companies with a presence in Thane include TCS, Novartis, Serco, Mondelez, Eureka Forbes, Eicher, Tata Technologies, ACC and Bayer.","India, Maharashtra, Thane",3 Bds - 3 Ba - 1290 ft2,2020-03-27T07:34:55+0000,"₹ 1,62,00,000"
"##49 Lakh,2 BHK In Kharadi,Nr EON IT Park-Township code name- Pegasus","Project Key point.., Premium projects as a part of 100+ acre township., , Only 10 minutes away from EON IT SEZ and WTC., , Escape the traffic into this green oasis of luxury., , All clusters are registered with MahaRera., , Healthcare, , Lifeline Hospital: 5 Kms., , Columbia Asia Hospital: 6 Kms., , Noble Hospital: 10 Kms., , Motherhood: 6 Kms., , Education, , Holy Angels Convent School: Next to the project., , Podar International School: 4.5 Kms., , Lexicon International School: 5 Kms., , Sanskriti School: 4 Kms., , Victorious Kidss Educares: 5 Kms., , The Bishop’s School Kalyani Nagar: 12 Kms., , Shopping & Entertainment, , Reliance Mart: 5.5 Kms., , Phoenix Market City: 8 Kms., , Amanora Mall: 10 Kms., , Seasons Mall: 10 Kms., , Airport, Railway Station & Industrial Hubs, , Hotel Radisson Blu: 5.5 Kms., , Hyatt Regency: 9 Kms., , Novotel: 9 Kms., , Westin: 11 Kms., , Lounge Fly High: 4.5 Kms., , FML Lounge : 4.5 Kms., , Township Level Amenities, , 5 Star Club, , Crèche, , Party Lawn & Banquet Area, , Guest Room, , Spa, , Conference Rooms, , Vegetable market, , Hospitals, , Fire Station, , Police Station, , Convenience Shopping, , Theme Gardens, , VTP Cygnus Amenities, , Party Lawn, , Kids Pool, , Semi Olympic Size Pool, , Entrance Paviilion, , Multipurpose Hall, , Gym, , Indoor Game, , Barbeque Area, , Children’s Play Area, , Outdoor Gym, , Meditation Zone, , Senior Citizen Area, , Miyawaki Forest, , Reflexology Path, , Podium, , Jogging Track, , Tennis Court, , Half Basket Ball Court, , Outdoor Table Tennis Court","India, Maharashtra, Pune",2 Bds - 2 Ba - 797 ft2,2020-05-19T16:00:17+0000,"₹ 49,00,111"
3.3cent 1400aqft 3Bhk new house for sale Tripunithura Puthiyakav,3.3cent 1400aqft 3Bhk new house for sale Tripunithura Puthiyakav,"India, Kerala, Kochi",3 Bds - 3 Ba - 1400 ft2,2020-03-23T10:01:40+0000,"₹ 55,00,000"
"#49 Lakh,2 BHK In Kharadi,Nr EON IT Park-Township code name- Pegasus","About Project, , Premium projects as a part of 100+ acre township., , Only 10 minutes away from EON IT SEZ and WTC., , Escape the traffic into this green oasis of luxury., , All clusters are registered with MahaRera., , Healthcare, , Lifeline Hospital: 5 Kms., , Columbia Asia Hospital: 6 Kms., , Noble Hospital: 10 Kms., , Motherhood: 6 Kms., , Education, , Holy Angels Convent School: Next to the project., , Podar International School: 4.5 Kms., , Lexicon International School: 5 Kms., , Sanskriti School: 4 Kms., , Victorious Kidss Educares: 5 Kms., , The Bishop’s School Kalyani Nagar: 12 Kms., , Shopping & Entertainment, , Reliance Mart: 5.5 Kms., , Phoenix Market City: 8 Kms., , Amanora Mall: 10 Kms., , Seasons Mall: 10 Kms., , Airport, Railway Station & Industrial Hubs, , Airport: 10 Kms., , Pune Railway Station: 15 Kms., , Hadapsar Industrial Estate: 11 Kms., , Ranjangaon Industrial (LG, TATA , Fiat, etc.) : 40 Kms, , Hotels / Restaurants, , Hotel Radisson Blu: 5.5 Kms., , Hyatt Regency: 9 Kms., , Novotel: 9 Kms., , Westin: 11 Kms., , Lounge Fly High: 4.5 Kms., , , Conference Rooms, , Vegetable market, , Hospitals, , Fire Station, , Police Station, , Convenience Shopping, , Theme Gardens, , VTP Cygnus Amenities, , Party Lawn, , Kids Pool, , Semi Olympic Size Pool, , Entrance Paviilion, , Multipurpose Hall, , Gym, , Indoor Game, , Barbeque Area, , Children’s Play Area, , Outdoor Gym, , Meditation Zone, , Senior Citizen Area, , Miyawaki Forest, , Reflexology Path, , Podium, , Jogging Track, , Tennis Court, , Half Basket Ball Court, , Outdoor Table Tennis Court, , Chess Board, , Sit Outs, , New Launch","India, Maharashtra, Pune",2 Bds - 2 Ba - 798 ft2,2020-05-19T16:00:17+0000,"₹ 49,01,049"
Buy your own luxurious Lakeview Farmhouse.,"Away from the hustle bustle of Big Cities, people have started to invest in land in remote areas., , A farmhouse is the house,which serves a residential purpose in an agricultural setting surrounded by a farm or a well landscaped garden where one can spend some time in the lap of nature., , We have a beautifully Luxurious Fully Furnished 4 BHK(G+1) Farmhouse in the arms of Lake in Nashik., , The bungalow is having Beautiful scenic view With Swimming Pool, Amphitheatre and Landscape lawn facilities., Location : Igatpuri,Nashik, 25KM away from Ghoti, 175KM from Mumbai., Land Area: 1.25 Acres, Bedroom: 4, Hall, Dinning Area, BathTub, Servant Rooms: 2, Kitchen : 2, And 100 plus fruit plants around., , Contact us in order to see the inside view of Farmhouse., , Farmhouses are used for residential purposes as well as commercial purposes. Renting it out for wedding parties, corporate events, etc. is the current trend.","India, Maharashtra, Nashik",4 Bds - 3 Ba - 2000 ft2,2020-04-30T06:03:14+0000,"₹ 2,60,00,000"
"3 bhk luxury flat with luxury furniture in mohali sec 125 , city heart","Buy your own flat stop living on rent., , SPECIAL LOCKDOWN OFFER , , Price 34.99/- lac only , Booking only 2100/- Rs ( only lockdown offers), , book your dreem home only 11000/- & get benifit  ^6 lakhs^ booking amount Refundable, , 3 bhk fully furnished flats in society  with furniture , We are providing you 24 hours security with watchman and cctv cameras., , Animinities are :-, 1. Double bed with box, 2.Metresses, 3. Lcd pannel with 32         ,      Inch lcd, 4. Wooden cupboards, 5. Fall ceiling work , 6. Modular kitchen , 7. Chimney , 8. Ro, 9. Gyser , 10. Tile work Car parking   facility  , , **No compromise with    quality  . A1  quality product is used , , Hospital,  college,  universities,  schools are nearby.  , 90% loan is  available  , 3.10/-akh govt.  Subcidy , You just have to pay only registry charges , No extra hidden charges like GST,  TLC, PLC","India, Punjab, Mohali",3 Bds - 3 Ba - 1125 ft2,2020-05-19T16:00:14+0000,"₹ 34,00,000"
All individual buildings,We construct all types of buildings with less cost  from 950 - 3200 per square feet,"India, Andhra Pradesh, Rajahmundry",2 Bds - 2 Ba - 1250 ft2,2020-05-19T16:06:31+0000,"₹ 15,00,000"
आपका घर आपके बजट मे,"Description, Sanskar City, , Site address:Near Ashoka Toll Plaza Durg Rajnandgaon  Highway ,Thakurtola, , अविश्वसनीय टाउनशिप जो देती है आपको उत्कृष्ट कनेक्टिविटी |, , १.संस्कार सिटी इंटरनेशनल बिग बोर्डिंग _ स्कूल सिर्फ कुछ ही कदमो की दुरी पर |, , २.जीवन रेखा हास्पिटल _ सिर्फ कुछ मिनटों की दुरी पर |, , ३.मनगटा वन अभ्यारण्य _ सिर्फ 20 मिनटों की दुरी पर |, , ४ .खैरागढ़ संगीत विश्वविद्यालय _ सिर्फ 40 मिनटों की दुरी पर |, , ५ .माँ बम्लेश्वरी देवी मंदिर _ सिर्फ 50 मिनटों की दुरी पर |, , ६.कान्हा किसली राष्ट्रीय उद्यान सिर्फ_3 घंटो की दुरी पर |","India, Chhattisgarh, Rajnandgaon",2 Bds - 2 Ba - 880 ft2,2020-03-13T08:04:27+0000,"₹ 21,00,000"
lodha palava,"Walking distance from metro station on the upcoming Kalyan-Taloja Metro line, , - Just 5 minutes~ from Kalyan-Shil Road (Premiere Colony Ground) through the 6-Lane Central Avenue, , - Just 10 minutes~ to Dombivli station from Kalyan-Shil Road entry, , - Just 15 minutes~ to Nilje station that connects to Diva (Central Line), Panvel (Harbour Line) and Vasai (Western Line), , - 20 minutes~ from Airoli via upcoming Airoli-Katai Naka Freeway through Parsik hills, , - 30 minutes~ from upcoming Navi Mumbai International Airport","India, Maharashtra, Mumbai",1 Bds - 2 Ba - 809 ft2,2020-05-08T05:51:38+0000,"₹ 43,00,000"
*#5BHK-5108 Sqft&Sale in Villa in Neelangarai*#₹ 4 Crore,*#5BHK-5108 Sqft&Sale in Villa in Neelangarai*#₹ 4 Crore,"India, Tamil Nadu, Chennai",4+ Bds - 4+ Ba - 5108 ft2,2020-03-29T11:10:20+0000,"₹ 4,00,00,000"
2 BHK FLAT 1070 SQ. FT 24.50 LAKH ONLY,"FIRST TIME , WADI KHADGAO RAOD, BIGGEST TOWNSHIP 210 PREMIUM FLATS FOR SALE, 2 BHK 1070 SQ. FT, RS 24.50 LAKH ONLY, WITH PRADHAN MANTRI AWAS YOJNA SUBSIDY AVAILABLE 2.67 LAKH, AMENITIES, GATED COLONY, CCTV, SECURITY GUARD, LIFT WITH POWER BACKUP, CHILDREN PLAY AREA, GARDEN, WATER , ELECTRICITY, ROAD , COMMERCIAL SHOP IN TOWNSHIP, LEGAL , MAHA RERA APPROVED , NMRDA APPROVED, DISTANCE, O MILE 12 KM, AMARAVATI NATIONAL HIGH WAY 1.5 KM, DEFENSE GATE 1.5 KM, DELHI PUBLIC SCHOOL 1 KM, MAIN MARKET 1 KM, BANK 1 KM, HOSPITAL 1 KM, 100 PERCENT LAON AVAILABLE, ALL LEADING BANK , REDAY TO MOVE FLATS AVAILABLE","India, Maharashtra, Nagpur",2 Bds - 2 Ba - 1070 ft2,2020-02-22T02:26:57+0000,"₹ 24,50,000"
"3 bhk ready to move flat available for immediate sale in mohali, **","Buy your own flat stop living on rent., , SPECIAL LOCKDOWN OFFER , , book your dreem home only 11000/- & get benifit  ^6 lakhs^ booking amount Refundable, , 3 bhk ready to move flat with fully furnished available for immediate sale in Mohali , ( In gated society), Price 35.90/- lac only , With special lockdown offers and special discount, , We are providing you 24 hours security with watchman and cctv cameras., , Animinities are :-, 1. Double bed with box, 2.Metresses, 3. Lcd pannel with 32         ,      Inch lcd, 4. Wooden cupboards, 5. Fall ceiling work , 6. Modular kitchen , 7. Chimney , 8. Ro, 9. Gyser , 10. Tile work Car parking   facility, , 90% loan is  available  , 3.10/-akh govt.  Subcidy , You just have to pay only registry charges , No extra hidden charges like GST,  TLC, PLC","India, Punjab, Mohali",3 Bds - 3 Ba - 1130 ft2,2020-05-19T16:05:19+0000,"₹ 34,90,000"
(20*40) (4 House) On Sale Near Birla School & Near By Area,"SG PROPERTIES (PURCHASE / SALE) Detials Below., , (1) (Budget-57Lac/Space-800sqft/4Rooms/  5 Lat-Bath/ Kitchen /Car Parking /Duplex /Area-Nehru Nagar), , (2) (Budget-55Lac/ Space-800Sqft/4 Rooms/Modular Kitchen/ Lobby/5 Lat-Bath/Area-Nehru Nagar), , (3) (Budget - 45Lac/ Space- 800Sqft/3 Rooms /Kitchen/2 Lat-Bath/Hall/Area-Near Birla School) (o-129), , (4) (Budget - 35 lac / Space - 2rm/h/k/2lb/drm/single/900 sqft  /Area - jhanwar road), , (SG  Properties)  Purchase  (Land/House/Flat)  (All size & Budget)   All Sectors & Areas  Of Chopasani  HOusing  Board, Pal Road, Near BR birla school,  PF office, AIIMS road , , Contact  for  purchase  of  properties  in  all  sectors  areas  of  pal road, chopasani housing board.  Purchase of flats in all locations of jodhpur. We also deal all sectors and areas in Sardarpura, Shastri Nagar, Ratanada, Paota. Our office address - Chopasani main road, 2nd pulia, near Indian oil petro pump wali gali (SG  PROPERTIES)","India, Rajasthan, Jodhpur",3 Bds - 2 Ba - 850 ft2,2020-03-18T10:44:45+0000,"₹ 55,00,000"
3bhk flat ready to move near sector 20 panchkula . GATED SOCIETY,"3bhk FLAT READY TO MOVE DHAKOLI OLD AMBALA HIGHWAY NEAR SECTOR 20 PANCHKULA . GATED SOCIETY WITH ALL AMENITIES LIKE , POWER BACKUP' GYM' CLUB HOUSE' LIFT' , PARK 'DAILY NEED COMMERCIAL SHOP., 3 BEDROOM EVERY ROOM DOWN CELING WITH LED LIGHT , MODULER KITCHEN WITH CHIMNY","India, Haryana, Panchkula",3 Bds - 3 Ba - 1350 ft2,2020-03-21T06:07:09+0000,"₹ 40,00,000"
In front Dmart Jagatpura,"One floor one flat, Lift available and 24hrs water, Kitchen seprate, Drawing room and dining seprate, Modular kitchen, Construction gurrenty","India, Rajasthan, Jaipur",3 Bds - 3 Ba - 1550 ft2,2020-05-19T16:04:37+0000,"₹ 31,00,000"
NEW 2BHK VILLA AT ANNUR,New  villa and villa plots available at annur to mettupalayam national highway.all are DTCP approved premium villas.five minutes from annur bus stand.easy bank  loan facility available.easy EMI.for mor details contact BEST HOME DEVELOPERS,"India, Tamil Nadu, Coimbatore",2 Bds - 2 Ba - 840 ft2,2020-03-02T08:29:59+0000,"₹ 23,00,000"
4 bhk house and 7 cent plot near edakkad,7 cent. 4 bed room house. Car parking. Compound wall. Good well water,"India, Kerala, Kozhikode",4 Bds - 4 Ba - 1 ft2,2020-05-19T16:03:57+0000,"₹ 60,00,000"
1380 sqft 2 bhk villa in vastum city new garouda near mansarovar yojna,1380 sqft 2 bhk villa in vastum city new garouda near mansarovar yojna near transport nagar near shaheedpath for sale,"India, Uttar Pradesh, Lucknow",2 Bds - 2 Ba - 1400 ft2,2020-03-06T08:05:32+0000,"₹ 47,50,000"
BEAUTIFUL BRAND NEW HOUSE SALE IN PALA TOWN  3 KM GOOD RESIDENTIAL,"10 CENT LAND 1600 SQUARE FEET 3 BEDROOM ATTACHED BATHROOM HOUSE OPEN WELL WATER TAR ROAD HIGHWAY 200 MTR GOOD RESIDENTIAL AREA USED IN HIGH QUALITY MATERIALS FULLY FURNISHED LOAN AVAILABLE PLS CALL OR WATSSAPP IN ANY TIME 8 1 13 02 39, 89 PALA PROPERTIES. SALE OR PURCHASING PLS CALL OR WATSSAPP ME.","India, Kerala, Palai",3 Bds - 3 Ba - 1650 ft2,2020-05-19T16:03:50+0000,"₹ 65,00,000"
12 cent land with 3100 sqft Villa  with for sale at Thrissur -Kattoor,Good condition,"India, Kerala, Kattur",4 Bds - 4+ Ba - 3100 ft2,2020-04-03T16:37:31+0000,"₹ 90,00,000"
BEAUTIFUL/ HOUSE_ SALE IN/ PALA PONKUNNAM HIGHWAY NEAR BUS ROUTE FRONT,"7 CENT LAND 1800 SQUARE FEET 3 BEDROOM ATTACHED BATHROOM HOUSE OPEN WELL WATER TAR ROAD BUS ROUTE NEAR GOOD RESIDENTIAL AREA USED IN HIGH QUALITY MATERIALS FULLY FURNISHED LOAN AVAILABLE PLS CALL OR WATSSAPP IN ANY TIME 8 1 13 02 39, 89 PALA PROPERTIES. SALE OR PURCHASING PLS CALL OR WATSSAPP ME.","India, Kerala, Palai",3 Bds - 3 Ba - 1800 ft2,2020-05-19T16:03:50+0000,"₹ 45,00,000"
BRAND NEW HOUSE SALE IN PALA VAIKOM ROAD NEAR BUS ROUTE,"10 CENT LAND 1850 SQUARE FEET 4 BEDROOM ATTACHED BATHROOM HOUSE OPEN WELL WATER TAR ROAD HIGHWAY 400 MTR GOOD RESIDENTIAL AREA USED IN HIGH QUALITY MATERIALS FULLY FURNISHED LOAN AVAILABLE PLS CALL OR WATSSAPP IN ANY TIME 8 1 13 02 39 ,89 PALA PROPERTIES. SALE OR PURCHASING PLS CALL OR WATSSAPP ME.","India, Kerala, Palai",4 Bds - 4 Ba - 1850 ft2,2020-05-19T16:03:49+0000,"₹ 70,00,000"
4 bhk 2000 sqft 4 cent new build at kakkanad near kangarapady,"4 bhk 2000 sqft new build ready to occupy posh house for sale at kakkanad near kangarapady, , 4 bhk with bath attached, , Home loan available up to 90% , , 4 km away from infopark , , 5 km away from civil station , , 10 km away from palarivattom, , 2 car parking space , , All facilities are very near, , Price negotiable, , Call me for more details, , , 999,5597255","India, Kerala, Kochi",4 Bds - 4 Ba - 2000 ft2,2020-05-19T16:03:48+0000,"₹ 70,00,000"
4 bhk 2000 sqft new build ready to occupy posh at edapally ponekkara,"4 bhk 2000 sqft 4 cent new build teady to occupy posh house for sale at edapally near ponekkara , , 4 bhk with bath attached , , Home loan available up to 90%, , Neat area , , Easy accessable to lulu mall and chengampuzha park , kochi metro etc , , Bed rooms with wardrops and kitchen cupboarrd , , 2 car parking space , , Vasthu based construction , , All facilitties are very near , , Call me for more details , , , 999,5597255","India, Kerala, Kochi",4 Bds - 4 Ba - 2000 ft2,2020-05-19T16:03:48+0000,"₹ 1,15,00,000"
ભાડા જેટલા હપ્તા માં ઘર,સુરત ઓલપાડ રોડ,"India, Gujarat, Surat",4+ Bds - 4+ Ba - 1600 ft2,2020-03-22T08:02:36+0000,"₹ 17,51,000"
3 bhk 1700 sqft gated communitty flatt at aluva kottappuram,"This is a meticulously designed 3 bhk resale apartment located in Aluva, Kochi. It is a freehold property. The flat is a spacious property and is ready to move in. Located in an integrated society of Shwass Builders, it has 3 bathroom(s) and 3 balcony(s). It is a 1-5 year old property, located on the 8th floor. The apartment is approximately priced at Rs. 45 L and its per Sq. Ft. cost is Rs. 2647. 1 open parking is also available., , Call me for more details , , 999,5597255","India, Kerala, Aluva",3 Bds - 3 Ba - 1700 ft2,2020-05-19T16:03:48+0000,"₹ 45,00,000"
4 bhk 1600 sqft new build ready to occupy posh house at varapuzha area,"4 bhk 1600 sqft 4 cent new build ready to ocvupy posh house for sale at varauzha area , , 4 bhk with bath attached , , Home loan available up to 90%, , All bed rooms with wardrops and cupboard work facilitties , , All rooms fan and lites are provided , , Solar for heat water , , Cc tv availabke in this house , , Tar road front , , Vasthu considerd , , Call me for more details , , 999,5597255","India, Kerala, Kochi",4 Bds - 4 Ba - 1600 ft2,2020-05-19T16:03:48+0000,"₹ 60,00,000"
4.25 cent 1450 sqft 3 bhk new build at edapally varapuzha koonammav,"4.25 cent 1450 sqft 3 bhk new build house for sale at edapally varapuzha koonammav , , 3 bhk with bath attached , , Home loan available up to 90%, , All facilitties are very near , , Call me for more details , , , 999,5597255","India, Kerala, Kochi",3 Bds - 3 Ba - 1450 ft2,2020-05-19T16:03:48+0000,"₹ 55,00,000"
4 bhk 1600 sqft new build house at edapally varapuzha NH 300 mtr,"4 bhk 1600 sqft 3.4 cent new build ready to occupy house for sale at edapally varapuzha NH 300 mtr , , 4 bhk with 3 bath attached , 1 common , , , Home loan available up to 90%, , Walkable distance from national highway and bus stop, , All facilitties are very near , , Call me for more details , , , 999,5597255","India, Kerala, Kochi",4 Bds - 4 Ba - 1600 ft2,2020-05-19T16:03:48+0000,"₹ 60,00,000"
"#Hurry,urgent,1 bhk for sale just 35.50 lakh, at sus, premium location","About Property, , Address: Sus , Pune, Maharashtra, , Very close to schools, all grocery shops available in walking distance, pmc bus stands in front of society, club house, swimming pool, ro water treatment, park, children's play area, mountain facing apartment., , Additional details :, , The society has dedicated security guards for every tower., , There is also a separate washroom for domestic help., #Hurry,urgent,1 bhk for sale just 35.50 lakh, at sus, premium location, Full power backup is available., , Daily needs shopping could be done within the society premises to make the stay convinent., , The apartment has borings water supply., , Piped gas facility is available in the property., , Windows CHS is on Very Prime location. Mainroad touch soc., , Have All modern Amenities like, , 1- Play ground, , 2- Gym, , 3- Temple, , 4-swimming pool, , 5-basket ball court, , 6-Party hall, , 7- Pool table room, , 8- seprate childeren area, Good deal,grab asap","India, Maharashtra, Pune",1 Bds - 1 Ba - 710 ft2,2020-05-09T08:38:29+0000,"₹ 35,49,890"
Big - Mega city. Miyapur X roads,"Miyapur X Roads, Apartment flats, 9 32 acres. Gated community., 2,3 BHK flats available., Construction Start from Nov 2020, Possession dec 2022, 22 floors.main road facing.","India, Telangana, Hyderabad",2 Bds - 2 Ba - 1050 ft2,2020-04-15T03:14:40+0000,"₹ 29,00,000"
2BBHK affordable flat,"2BHK Flat Available For Sale in Close to Uttam Nagar West Metro New Delhi – 110059, Property Will Be Registriable & Loanable , Subsidiary under PMAY, Close to Markets, Gyms, Schools, Hospitals and Type of all Facilities., Away From Metro Road – 500 Meters, 24 Hours Available Personal & Sharing Autos, Cabs & E- Rikshaw, REGARDS  ","India, Delhi, Delhi",2 Bds - 2 Ba - 560 ft2,2020-05-19T16:03:23+0000,"₹ 24,50,000"
2bhk flat in Matigara,"A beautiful 2 bhk apartment in matigara, siliguri. The property is a part of dharti residency. It is a property in a promising locality. This well-Designed new property . It is located on the 1st floor. The property ownership is freehold type and has a super built-Up area of 845sq. Ft.","India, West Bengal, Siliguri",2 Bds - 2 Ba - 845 ft2,2020-05-19T16:03:16+0000,"₹ 25,35,000"
4 Bhk independent duplex at 4000000,"It's sample house  4 BHK independent duplex at very reasonable price 4000000 lakh size 1000 sq ft , Plot only 2000 rs /sfit with 85 % loan facility and subsidy also available here,  facility in colony covered campus 30 feet road ,electricity  water., Note 80% bank se loan karvaye location , minal 2 number gate ke Pas Veera the dhaba ke pichhe.","India, Madhya Pradesh, Bhopal",2 Bds - 2 Ba - 1500 ft2,2020-05-19T16:03:02+0000,"₹ 40,00,000"
Premium Flats for sale at Yelahanka Bangalore,"The project is spread over a total area of 1.8 acres of land. The construction is of 5 floors. An accommodation of 126 units has been provided., , Master Classic Residency brochure is also available for easy reference.","India, Karnataka, Bengaluru",2 Bds - 2 Ba - 1035 ft2,2020-05-19T16:02:59+0000,"₹ 51,75,000"
